start_station_id,end_station_id,avg(duration),trips,user_type
79,427,1570.6579,38,Customer
79,428,758.4702,168,Subscriber
79,432,1036.6474,156,Subscriber
79,435,960.7207,111,Subscriber
79,439,769.8182,121,Subscriber
79,444,3480.5385,13,Customer
79,445,1348.0909,11,Customer
79,459,1705.8966,29,Customer
79,459,1046.5571,140,Subscriber
79,462,1361.4762,21,Customer
79,497,1432.9167,12,Customer
79,505,2452.8333,18,Customer
79,514,2357.8167,60,Customer
79,525,2176.6154,13,Customer
79,534,2142.7200,25,Customer
79,2008,1519.3551,107,Customer
79,2008,769.1272,173,Subscriber
79,2010,893.8182,22,Customer
79,2010,332.9118,136,Subscriber
79,3002,2071.5176,85,Customer
79,3002,579.2170,659,Subscriber
79,3224,2227.2000,15,Customer
79,3244,926.3077,13,Customer
79,3244,649.8306,183,Subscriber
79,3256,1119.1212,33,Customer
79,3256,554.8091,220,Subscriber
79,3260,586.4294,170,Subscriber
79,3427,893.0526,19,Customer
79,3427,831.6169,201,Subscriber
79,3435,1085.8889,18,Customer
79,3435,527.8019,207,Subscriber
79,3436,434.3117,154,Subscriber
79,3461,539.3824,34,Customer
79,3461,317.2557,348,Subscriber
79,3467,411.0190,105,Subscriber
82,82,1651.5667,60,Customer
82,82,1778.4250,280,Subscriber
82,151,984.8333,18,Customer
82,217,2387.5333,30,Customer
82,224,515.2778,18,Customer
82,232,1740.0724,152,Customer
82,259,1056.0417,24,Customer
82,259,637.5905,105,Subscriber
82,268,805.8571,14,Customer
82,278,1630.7143,14,Customer
82,279,349.6569,102,Subscriber
82,295,398.8667,135,Subscriber
82,296,277.4194,124,Subscriber
82,304,1137.0000,12,Customer
82,306,591.1126,222,Subscriber
82,308,709.3333,30,Customer
82,308,322.5692,130,Subscriber
82,312,1092.6364,11,Customer
82,314,1853.6087,23,Customer
82,315,1383.2500,12,Customer
82,316,287.3824,170,Subscriber
82,319,1418.4762,21,Customer
82,321,2000.0952,63,Customer
82,322,3023.1613,31,Customer
82,330,1199.8571,14,Customer
82,330,295.4044,136,Subscriber
82,331,323.5786,159,Subscriber
82,351,630.6667,12,Customer
82,351,357.0677,251,Subscriber
82,355,900.7647,17,Customer
82,355,277.8243,387,Subscriber
82,360,600.4524,168,Subscriber
82,361,1063.0909,11,Customer
82,376,372.1930,114,Subscriber
82,386,1157.9516,62,Customer
82,386,245.9524,147,Subscriber
82,387,1164.8259,224,Customer
82,387,394.9543,175,Subscriber
82,391,2020.6154,13,Customer
82,392,1885.7381,84,Customer
82,401,1716.2222,18,Customer
82,401,570.0000,118,Subscriber
82,407,3651.7273,11,Customer
82,408,414.0905,210,Subscriber
82,412,2328.0909,11,Customer
82,417,1996.5714,14,Customer
82,430,1785.1429,14,Customer
82,501,2101.4167,12,Customer
82,531,503.0769,117,Subscriber
82,534,1146.4667,15,Customer
82,2000,1913.8462,13,Customer
82,2009,331.9774,266,Subscriber
82,3435,752.2143,28,Customer
82,3440,1960.8519,27,Customer
82,3489,1214.5455,11,Customer
83,83,3475.5882,85,Customer
83,83,797.7250,120,Subscriber
83,120,3488.8333,12,Customer
83,120,750.3397,156,Subscriber
83,157,4069.0714,14,Customer
83,217,2625.9167,36,Customer
83,232,1233.1212,33,Customer
83,239,447.6602,103,Subscriber
83,244,1016.8182,11,Customer
83,244,644.4634,164,Subscriber
83,258,810.9167,12,Customer
83,258,574.2778,180,Subscriber
83,261,1559.1154,26,Customer
83,261,574.3972,141,Subscriber
83,270,496.7846,130,Subscriber
83,274,277.0724,152,Subscriber
83,275,500.2018,223,Subscriber
83,278,928.6000,45,Customer
83,282,1811.2727,22,Customer
83,310,809.0909,11,Customer
83,314,2679.1429,14,Customer
83,321,1362.4706,17,Customer
83,322,1159.0000,13,Customer
83,323,1006.0000,14,Customer
83,323,545.1244,193,Subscriber
83,324,1046.8750,16,Customer
83,337,1381.1810,105,Subscriber
83,353,390.5333,15,Customer
83,353,247.3520,125,Subscriber
83,365,953.0000,17,Customer
83,365,490.7869,305,Subscriber
83,366,625.9346,153,Subscriber
83,373,2080.0909,11,Customer
83,384,786.1176,17,Customer
83,384,428.2869,352,Subscriber
83,386,2613.5000,16,Customer
83,387,2478.9167,48,Customer
83,390,971.7333,15,Customer
83,390,510.5089,169,Subscriber
83,391,1266.6667,12,Customer
83,392,1032.0513,39,Customer
83,396,2026.5000,16,Customer
83,396,688.9346,107,Subscriber
83,397,473.8125,16,Customer
83,397,413.3056,337,Subscriber
83,398,2166.2609,23,Customer
83,399,577.7687,147,Subscriber
83,407,2306.7273,11,Customer
83,412,1830.8571,21,Customer
83,414,3612.3333,12,Customer
83,416,330.9679,187,Subscriber
83,420,450.1984,126,Subscriber
83,430,1224.7647,17,Customer
83,2000,1464.4667,15,Customer
83,2002,1858.4167,12,Customer
83,3042,3932.5000,12,Customer
83,3049,702.3741,147,Subscriber
83,3064,2016.6923,13,Customer
83,3180,1352.7391,23,Customer
83,3232,2843.9211,38,Customer
83,3232,654.6354,181,Subscriber
83,3242,859.1500,20,Customer
83,3300,1436.8571,14,Customer
83,3335,443.8898,118,Subscriber
83,3339,503.6860,207,Subscriber
83,3346,547.8851,148,Subscriber
83,3349,2553.1475,61,Customer
83,3354,3524.3571,14,Customer
83,3361,707.1739,138,Subscriber
83,3364,551.8667,345,Subscriber
83,3368,516.0441,408,Subscriber
83,3373,513.5289,121,Subscriber
83,3402,564.2407,108,Subscriber
83,3404,660.6607,112,Subscriber
83,3409,703.4545,11,Customer
83,3409,600.3216,171,Subscriber
83,3413,453.2453,106,Subscriber
83,3416,999.2917,24,Customer
83,3416,463.1262,103,Subscriber
83,3417,285.3306,242,Subscriber
83,3418,1715.6957,46,Customer
83,3418,666.7348,132,Subscriber
83,3419,576.3333,12,Customer
83,3419,391.6027,146,Subscriber
83,3423,2153.3043,23,Customer
83,3440,1285.8788,33,Customer
83,3455,964.9231,13,Customer
83,3637,377.1343,134,Subscriber
116,79,1360.3125,16,Customer
116,116,2343.6216,74,Customer
116,116,957.5737,380,Subscriber
116,127,557.4433,406,Subscriber
116,128,1150.3333,12,Customer
116,128,748.8156,141,Subscriber
116,151,906.8615,130,Subscriber
116,152,1393.6667,15,Customer
116,153,838.4500,120,Subscriber
116,161,1140.8333,12,Customer
116,168,576.6471,17,Customer
116,168,271.2615,478,Subscriber
116,173,1806.2727,11,Customer
116,212,849.0625,32,Customer
116,212,261.5782,761,Subscriber
116,229,809.4434,106,Subscriber
116,238,450.2905,148,Subscriber
116,247,785.6364,11,Customer
116,247,405.6989,186,Subscriber
116,251,974.7667,120,Subscriber
116,252,930.4286,14,Customer
116,252,500.5652,115,Subscriber
116,253,432.0872,195,Subscriber
116,267,611.1364,132,Subscriber
116,284,412.1774,124,Subscriber
116,285,1659.5000,12,Customer
116,285,529.6313,179,Subscriber
116,293,651.6821,173,Subscriber
116,297,649.9903,103,Subscriber
116,325,568.7391,161,Subscriber
116,326,961.3333,12,Customer
116,327,3486.7333,15,Customer
116,327,1189.8242,165,Subscriber
116,328,797.3081,185,Subscriber
116,334,223.5634,268,Subscriber
116,336,551.7165,127,Subscriber
116,345,1067.1538,13,Customer
116,345,520.6170,235,Subscriber
116,346,345.2594,320,Subscriber
116,347,767.5628,183,Subscriber
116,358,522.8271,451,Subscriber
116,362,650.2743,113,Subscriber
116,363,1276.0338,148,Subscriber
116,368,1119.3929,28,Customer
116,368,577.1667,306,Subscriber
116,380,875.7895,19,Customer
116,380,435.6744,258,Subscriber
116,382,922.0000,18,Customer
116,382,514.7443,219,Subscriber
116,383,1036.8333,12,Customer
116,383,320.9588,340,Subscriber
116,388,723.9091,11,Customer
116,388,436.7651,298,Subscriber
116,402,812.5909,22,Customer
116,402,479.1481,574,Subscriber
116,405,787.2963,27,Customer
116,405,371.9309,217,Subscriber
116,426,1244.7015,67,Customer
116,426,945.6115,435,Subscriber
116,432,1043.1188,101,Subscriber
116,433,829.8750,120,Subscriber
116,434,986.3529,17,Customer
116,434,243.0775,374,Subscriber
116,435,321.8179,758,Subscriber
116,442,412.7476,313,Subscriber
116,444,1234.8889,18,Customer
116,444,520.4228,149,Subscriber
116,445,865.0057,174,Subscriber
116,446,503.5833,12,Customer
116,446,307.1129,487,Subscriber
116,447,1422.6471,51,Customer
116,447,969.5556,216,Subscriber
116,448,697.5526,152,Subscriber
116,450,3107.7857,14,Customer
116,450,828.3107,177,Subscriber
116,453,214.4601,489,Subscriber
116,457,2532.6842,19,Customer
116,457,1256.6132,106,Subscriber
116,458,1038.2667,15,Customer
116,458,486.9045,335,Subscriber
116,459,1409.9677,31,Customer
116,459,282.9885,2341,Subscriber
116,461,650.3893,131,Subscriber
116,462,685.1053,19,Customer
116,462,318.1985,796,Subscriber
116,465,1343.6000,20,Customer
116,466,435.4180,256,Subscriber
116,468,2313.6364,11,Customer
116,470,269.4422,199,Subscriber
116,472,805.8607,122,Subscriber
116,474,596.4961,129,Subscriber
116,477,1091.8333,30,Customer
116,477,651.3545,299,Subscriber
116,479,3583.1818,11,Customer
116,482,297.7163,208,Subscriber
116,483,592.2736,106,Subscriber
116,484,4113.9091,11,Customer
116,486,925.6154,13,Customer
116,486,582.9265,204,Subscriber
116,490,1025.8621,29,Customer
116,490,466.2814,398,Subscriber
116,491,594.4155,142,Subscriber
116,494,625.2609,23,Customer
116,494,286.6172,708,Subscriber
116,495,975.0455,132,Subscriber
116,496,1062.3500,20,Customer
116,496,377.6903,549,Subscriber
116,497,672.2692,26,Customer
116,497,488.4932,511,Subscriber
116,499,2066.0263,38,Customer
116,503,490.1559,417,Subscriber
116,504,781.7183,213,Subscriber
116,505,1079.6111,18,Customer
116,505,609.3876,209,Subscriber
116,508,1239.5000,12,Customer
116,508,944.7719,114,Subscriber
116,509,244.3224,577,Subscriber
116,514,1030.4348,23,Customer
116,514,801.1101,218,Subscriber
116,515,873.9640,111,Subscriber
116,519,906.2424,594,Subscriber
116,523,991.0000,24,Customer
116,523,636.6381,735,Subscriber
116,525,1117.2308,13,Customer
116,529,1725.8667,30,Customer
116,530,1207.8797,133,Subscriber
116,537,626.0492,183,Subscriber
116,540,789.4554,101,Subscriber
116,2003,663.8689,183,Subscriber
116,2008,1480.4400,25,Customer
116,2021,1192.1714,35,Customer
116,2021,759.8930,215,Subscriber
116,3002,1668.7500,24,Customer
116,3002,1234.6694,121,Subscriber
116,3173,2038.8000,15,Customer
116,3224,688.1667,12,Customer
116,3224,395.7967,305,Subscriber
116,3235,846.8846,104,Subscriber
116,3236,833.6293,116,Subscriber
116,3244,531.0526,190,Subscriber
116,3255,945.6977,43,Customer
116,3255,379.2899,1666,Subscriber
116,3256,1132.5294,34,Customer
116,3256,809.4012,172,Subscriber
116,3258,778.9231,13,Customer
116,3258,478.3065,496,Subscriber
116,3259,441.5655,168,Subscriber
116,3260,697.8818,203,Subscriber
116,3263,727.4950,101,Subscriber
116,3427,3026.3636,11,Customer
116,3427,847.5524,105,Subscriber
116,3428,1526.3636,11,Customer
116,3428,743.0940,149,Subscriber
119,119,6799.9459,37,Customer
119,217,1268.6429,14,Customer
119,239,268.3431,306,Subscriber
119,243,338.0305,131,Subscriber
119,261,447.5503,149,Subscriber
119,282,1549.1818,22,Customer
119,323,382.9686,159,Subscriber
119,324,325.4231,104,Subscriber
119,412,1083.0498,321,Subscriber
119,443,1518.8182,11,Customer
119,3016,1614.3846,13,Customer
119,3429,406.5938,160,Subscriber
120,83,549.5940,133,Subscriber
120,120,1421.2941,17,Customer
120,120,1054.3349,212,Subscriber
120,241,1094.3684,19,Customer
120,241,540.0364,110,Subscriber
120,243,531.6013,153,Subscriber
120,275,294.9714,105,Subscriber
120,282,819.8083,120,Subscriber
120,323,730.1958,240,Subscriber
120,324,685.3684,19,Customer
120,324,623.1186,295,Subscriber
120,330,1277.9231,130,Subscriber
120,344,267.5878,245,Subscriber
120,353,495.0377,106,Subscriber
120,354,288.9845,129,Subscriber
120,364,567.6981,106,Subscriber
120,365,247.4238,269,Subscriber
120,366,471.0094,106,Subscriber
120,384,269.3607,341,Subscriber
120,390,746.1901,121,Subscriber
120,396,1090.0000,11,Customer
120,396,308.2230,139,Subscriber
120,430,1303.2500,16,Customer
120,437,436.4370,119,Subscriber
120,539,1360.0714,14,Customer
120,3349,1580.8387,31,Customer
120,3354,1356.6364,11,Customer
120,3418,911.6364,11,Customer
120,3429,514.8113,355,Subscriber
120,3440,990.1687,166,Subscriber
120,3637,271.1667,114,Subscriber
127,72,1570.4318,44,Customer
127,72,1232.7019,161,Subscriber
127,79,1251.4545,11,Customer
127,79,646.8657,201,Subscriber
127,116,810.7727,22,Customer
127,116,398.6186,590,Subscriber
127,127,2638.7413,143,Customer
127,127,1335.9887,705,Subscriber
127,128,1254.1463,41,Customer
127,128,433.8997,389,Subscriber
127,146,680.9799,149,Subscriber
127,151,1243.8947,38,Customer
127,151,718.2685,447,Subscriber
127,152,1164.0400,25,Customer
127,152,759.8372,172,Subscriber
127,153,1399.1538,13,Customer
127,161,792.4762,21,Customer
127,161,456.7326,359,Subscriber
127,168,897.3846,13,Customer
127,168,559.0931,494,Subscriber
127,173,1694.9091,11,Customer
127,173,1001.0654,214,Subscriber
127,195,1485.8333,18,Customer
127,195,870.3583,360,Subscriber
127,212,945.2857,28,Customer
127,212,574.2642,439,Subscriber
127,223,476.8000,200,Subscriber
127,225,727.9333,15,Customer
127,229,1227.0000,14,Customer
127,229,568.1934,331,Subscriber
127,236,803.4643,224,Subscriber
127,237,742.8150,173,Subscriber
127,238,1460.7778,18,Customer
127,238,489.8567,321,Subscriber
127,247,1036.2353,17,Customer
127,247,296.1270,189,Subscriber
127,248,981.5833,12,Customer
127,248,539.2373,118,Subscriber
127,249,1634.6364,11,Customer
127,249,622.7183,142,Subscriber
127,251,1440.1739,23,Customer
127,251,582.6295,475,Subscriber
127,252,823.0714,14,Customer
127,252,428.5725,138,Subscriber
127,253,575.8218,174,Subscriber
127,254,408.4434,212,Subscriber
127,257,1269.4444,18,Customer
127,257,715.1714,105,Subscriber
127,259,2348.2667,15,Customer
127,265,988.3846,13,Customer
127,265,713.9302,129,Subscriber
127,267,883.4595,111,Subscriber
127,268,746.0746,134,Subscriber
127,276,777.1071,28,Customer
127,276,722.9516,372,Subscriber
127,280,878.5385,13,Customer
127,280,486.8690,374,Subscriber
127,284,1358.8780,41,Customer
127,284,343.5830,2127,Subscriber
127,285,767.8808,260,Subscriber
127,293,705.7143,21,Customer
127,293,602.5276,489,Subscriber
127,297,761.5765,281,Subscriber
127,301,912.9828,116,Subscriber
127,303,782.3333,27,Customer
127,303,564.6266,391,Subscriber
127,304,1595.2632,38,Customer
127,304,1167.2540,248,Subscriber
127,309,1193.9863,73,Customer
127,309,712.0379,211,Subscriber
127,312,1106.5833,12,Customer
127,312,832.1587,126,Subscriber
127,315,1387.8712,163,Subscriber
127,319,1084.6429,14,Customer
127,325,828.4914,116,Subscriber
127,326,1037.7947,151,Subscriber
127,327,1205.4333,60,Customer
127,327,711.8032,884,Subscriber
127,328,739.1667,30,Customer
127,328,352.7394,733,Subscriber
127,334,553.9714,384,Subscriber
127,335,1745.8000,20,Customer
127,335,508.9206,252,Subscriber
127,336,815.2143,28,Customer
127,336,350.8449,432,Subscriber
127,345,925.2500,16,Customer
127,345,411.7159,616,Subscriber
127,346,1394.1163,43,Customer
127,346,237.7099,1279,Subscriber
127,347,1711.7647,17,Customer
127,347,436.0526,342,Subscriber
127,348,838.1304,23,Customer
127,348,469.7061,228,Subscriber
127,351,997.4172,151,Subscriber
127,357,590.9115,192,Subscriber
127,358,4641.0909,33,Customer
127,358,885.1194,377,Subscriber
127,363,1454.3077,39,Customer
127,363,1124.7877,179,Subscriber
127,368,945.0426,47,Customer
127,368,278.7202,1158,Subscriber
127,369,675.0000,15,Customer
127,369,397.7987,452,Subscriber
127,377,759.7143,28,Customer
127,377,487.6775,524,Subscriber
127,380,3927.3846,13,Customer
127,380,337.0855,573,Subscriber
127,382,1021.0000,13,Customer
127,382,571.9056,657,Subscriber
127,383,561.4737,19,Customer
127,383,321.5261,517,Subscriber
127,387,1750.5862,29,Customer
127,388,1326.8571,14,Customer
127,388,767.1675,191,Subscriber
127,401,839.3475,141,Subscriber
127,402,1063.8800,25,Customer
127,402,758.1833,420,Subscriber
127,403,1533.8000,15,Customer
127,403,684.0863,139,Subscriber
127,405,762.7759,116,Customer
127,405,421.2381,504,Subscriber
127,410,890.8819,144,Subscriber
127,417,1183.9512,41,Customer
127,417,758.3288,146,Subscriber
127,426,1200.9263,190,Customer
127,426,568.4452,1240,Subscriber
127,427,1556.1935,31,Customer
127,432,921.2775,173,Subscriber
127,433,868.0577,104,Subscriber
127,434,825.0526,19,Customer
127,434,517.3562,146,Subscriber
127,435,1266.6923,26,Customer
127,435,618.3412,674,Subscriber
127,438,1080.0000,15,Customer
127,438,957.9237,131,Subscriber
127,439,995.2857,14,Customer
127,439,887.1812,149,Subscriber
127,442,1049.6364,11,Customer
127,442,746.3448,725,Subscriber
127,444,1930.4118,17,Customer
127,444,766.0122,164,Subscriber
127,445,2097.7500,16,Customer
127,445,841.6232,207,Subscriber
127,446,883.2500,12,Customer
127,446,638.0366,464,Subscriber
127,447,1609.1613,31,Customer
127,447,1228.3796,137,Subscriber
127,450,1264.0924,119,Subscriber
127,453,907.3333,33,Customer
127,453,534.0409,587,Subscriber
127,457,2780.3125,16,Customer
127,458,1350.9211,38,Customer
127,458,897.1703,276,Subscriber
127,459,1102.2500,52,Customer
127,459,635.3850,626,Subscriber
127,461,889.6781,146,Subscriber
127,462,1021.3889,36,Customer
127,462,620.4593,516,Subscriber
127,465,1048.7946,112,Subscriber
127,466,704.8245,245,Subscriber
127,470,919.9286,14,Customer
127,470,508.0032,626,Subscriber
127,474,908.2987,154,Subscriber
127,477,1459.4839,31,Customer
127,477,1036.5743,202,Subscriber
127,478,1793.9474,19,Customer
127,478,1252.1600,125,Subscriber
127,482,1069.0909,11,Customer
127,482,434.0700,257,Subscriber
127,483,663.6909,275,Subscriber
127,486,2445.8182,11,Customer
127,486,854.6493,211,Subscriber
127,490,1633.4762,42,Customer
127,490,754.2358,424,Subscriber
127,491,996.7092,196,Subscriber
127,494,1060.8000,35,Customer
127,494,643.8217,589,Subscriber
127,496,710.6000,20,Customer
127,496,685.2467,527,Subscriber
127,497,2112.1667,12,Customer
127,497,724.9817,273,Subscriber
127,503,736.2097,329,Subscriber
127,504,1288.5507,138,Subscriber
127,505,1633.4583,24,Customer
127,505,921.8929,112,Subscriber
127,508,1724.0645,31,Customer
